Furn_Id,Special Events,Bought,DIY,Found
SrYrGG6KFSsL2t44t,FALSE,TRUE,FALSE,TRUE
BpCJtM8aCQG4npCgi,FALSE,TRUE,FALSE,TRUE
2viSrxqmyLaJvzTCN,FALSE,TRUE,FALSE,TRUE
TaiysCHzEZcmoaWxh,FALSE,TRUE,FALSE,TRUE
kfty2gGw5RRZSn83e,FALSE,TRUE,FALSE,TRUE
GbFytCa455MMYZwsP,FALSE,TRUE,FALSE,TRUE
5uhAs2KBzMWDjBhhN,FALSE,TRUE,FALSE,TRUE
AAvLv8NDKAbmDAn5n,FALSE,TRUE,FALSE,TRUE
5HzSmLCFfoAfQ4ukQ,FALSE,TRUE,FALSE,TRUE
3e9b2NF4sqpynsAx2,FALSE,TRUE,FALSE,TRUE
RMwmh5fZqQdxortFr,FALSE,TRUE,FALSE,TRUE
qirfQTS5gihdZrjo7,FALSE,TRUE,FALSE,TRUE
2w7g3DewPNN9w47Yu,FALSE,TRUE,FALSE,TRUE
kdizs26rBhoFN96R8,FALSE,TRUE,FALSE,TRUE
bm6bYatvhGTNsmo36,FALSE,TRUE,FALSE,TRUE
LyPzknPf7igr4LEEk,FALSE,TRUE,FALSE,TRUE
MExvKfHcM8ieNnr6p,FALSE,TRUE,FALSE,TRUE
bxcu2gBDFQhKEpiHz,FALSE,TRUE,FALSE,TRUE
zKcKRjhc7Wb7KNnyd,FALSE,TRUE,FALSE,TRUE
6KtfAG6q5J5v4ihKh,FALSE,TRUE,FALSE,TRUE
hu24KrPHNS3tA8ufv,FALSE,TRUE,FALSE,TRUE
n37p2mDFJtcuqd3rs,FALSE,TRUE,FALSE,TRUE
wnBYp2TgHjyzR5gRu,FALSE,TRUE,FALSE,TRUE
s2QnWwt8XqMkDaBow,FALSE,TRUE,FALSE,TRUE
wfyDHz4qnjgSATJ6A,FALSE,TRUE,FALSE,TRUE
EhqChmN8mmQb5Xbrs,FALSE,FALSE,TRUE,FALSE
dAKRbYy67TArprnWc,FALSE,FALSE,TRUE,FALSE
TEGzshjkjEi8xNENg,FALSE,FALSE,TRUE,FALSE
2tCFN227dJ3Hg3WMj,FALSE,FALSE,TRUE,FALSE
zZwxBNb8kENP7Bbun,FALSE,FALSE,TRUE,FALSE
HrbrLwoxhytQxAtgy,FALSE,FALSE,TRUE,FALSE
bGoF3W3Hv9bpFCb3N,FALSE,FALSE,TRUE,FALSE
oKBfrdHdJHZohuzKS,FALSE,FALSE,TRUE,FALSE
SfkBnfaHi6NWkaAW5,FALSE,FALSE,TRUE,FALSE
ydijPPy8uTsqMp5Xr,FALSE,FALSE,TRUE,FALSE
LBgZgjLgTm4RJGGdp,TRUE,TRUE,FALSE,FALSE
NG3b8xMm5pXGMmHMq,FALSE,FALSE,TRUE,FALSE
y8EchKnaboQBTeo3f,FALSE,FALSE,TRUE,FALSE
o455mYY5evSrec8gu,FALSE,FALSE,TRUE,FALSE
tML8Tmvmyh7Y2d3vK,FALSE,FALSE,TRUE,FALSE
uucJrLxCbCQgn76vt,FALSE,FALSE,TRUE,FALSE
6k44YK9g9LPcD6eNy,FALSE,FALSE,TRUE,FALSE
k2NAwacr6p5HwRfYP,FALSE,FALSE,TRUE,FALSE
WJ7AWij94wCSryAjs,FALSE,FALSE,TRUE,FALSE
TbCtKQ3pESjZA2fdi,FALSE,FALSE,TRUE,FALSE
94FEDXAad9ELWiCTL,FALSE,FALSE,TRUE,FALSE
Sum7NqgKH9mzAx9W2,FALSE,FALSE,TRUE,FALSE
NSwAuK4PkDRcyE59N,FALSE,FALSE,TRUE,FALSE
x2amvL7SFyHW664my,FALSE,FALSE,TRUE,FALSE
evenswKam93cbDeao,FALSE,FALSE,TRUE,FALSE
Nx7t9hM7jhfCu5pKW,FALSE,FALSE,TRUE,FALSE
rcGeNM8ZcnF3y3FHX,FALSE,FALSE,TRUE,FALSE
4iaPhJhwanmxMDFs5,FALSE,TRUE,FALSE,TRUE
XvEi9AfrWodjqcnnt,FALSE,TRUE,FALSE,TRUE
WGgHy5RPhRkTdktww,FALSE,TRUE,FALSE,TRUE
g9DxWX8qcrFpPjj2s,FALSE,TRUE,FALSE,TRUE
ArGHiDEjLyA7p8f66,FALSE,TRUE,FALSE,TRUE
LWrHznT5ZyCtF2vjQ,FALSE,FALSE,TRUE,FALSE
huZozQf8hjT2ADKjS,FALSE,FALSE,TRUE,FALSE
x6rceFML9W22FHmbE,FALSE,FALSE,TRUE,FALSE
dtmmNs3ZGLAjSK7zJ,FALSE,FALSE,TRUE,FALSE
5BwwE5cFSHegMB6iK,FALSE,FALSE,TRUE,FALSE
9N5CyjzJXCRqMBuS3,FALSE,TRUE,FALSE,TRUE
6Y6uYyKczyFayoPgQ,FALSE,TRUE,FALSE,TRUE
FqtaHr9oGCmoNR7eX,FALSE,TRUE,FALSE,TRUE
Q3nShvpjMeN4k9x3E,FALSE,TRUE,FALSE,TRUE
2s5mgpJK6H9B4Jc9v,FALSE,TRUE,FALSE,TRUE
9KMogwX2SoozrdjAk,FALSE,TRUE,FALSE,TRUE
XsomNbeiyXXsDYs9m,FALSE,TRUE,FALSE,TRUE
ZfsXzfqM9aL7ekSkq,FALSE,TRUE,FALSE,TRUE
LhXarn989bqYjBHmi,FALSE,TRUE,FALSE,TRUE
qSh6YjFqutJvzYsKi,FALSE,TRUE,FALSE,TRUE
8RBCg487RN7ZshRww,FALSE,TRUE,FALSE,TRUE
FPtBiEinuz7h58TDJ,FALSE,TRUE,FALSE,TRUE
HaJrTWRsfd9QYTA4K,FALSE,TRUE,FALSE,TRUE
54w6Zog7Jq2mBydMr,FALSE,TRUE,FALSE,TRUE
u3JFdCmcCrMxKqGDx,FALSE,TRUE,FALSE,TRUE
yHq5dgY54rweXvC5d,FALSE,TRUE,FALSE,TRUE
rQ9hWyQYQry3Lw4cT,FALSE,TRUE,FALSE,TRUE
8F7bAmSWJYxnTrDvv,FALSE,TRUE,FALSE,TRUE
ADaMwCytMMFHcyyuv,FALSE,TRUE,FALSE,TRUE
ngHcmoWhmnu5KYr9o,FALSE,TRUE,FALSE,TRUE
Wpu4ZevwHsFv6aiL4,FALSE,TRUE,FALSE,TRUE
YqiWaHbEj5T3an3c3,FALSE,TRUE,FALSE,TRUE
N73MBNL2auJpmv4qd,FALSE,FALSE,TRUE,FALSE
WdhfmHNG3KCDQdrS4,FALSE,FALSE,TRUE,FALSE
4zSjZY5RQo9GZpvyB,FALSE,FALSE,TRUE,FALSE
wyk7uKBtF3k4WAf9Y,FALSE,FALSE,TRUE,FALSE
sy4T7wEaqeZH3i7WC,FALSE,FALSE,TRUE,FALSE
284sKtiCqZbdDSs7G,FALSE,TRUE,FALSE,TRUE
Map2ykX5ezxwnyEDr,TRUE,FALSE,TRUE,FALSE
qW7mpc3PZ8K6NYyuJ,TRUE,FALSE,TRUE,FALSE
rNhWyEbaBdWbhMdsF,TRUE,FALSE,TRUE,FALSE
kpjG8RDrzbxzRYzNH,TRUE,FALSE,TRUE,FALSE
JhmgHWyoc78bjoLZ4,TRUE,FALSE,TRUE,FALSE
KCXEibR7BQ2KCvKH9,TRUE,FALSE,TRUE,FALSE
RkPFuXP68xp7rKQE2,FALSE,TRUE,FALSE,TRUE
Zj2KBoNju4pkeg4Eh,FALSE,TRUE,FALSE,TRUE
uqyZ3Fi9cceZc6B3M,FALSE,TRUE,FALSE,TRUE
wyL9kF8kd7kXHMNE7,FALSE,FALSE,TRUE,FALSE
5swLkbk4TnQD6u4YT,FALSE,FALSE,TRUE,FALSE
RKaeAsixwsfMuZpTM,FALSE,FALSE,TRUE,FALSE
4XJn7d83suudw2HGX,FALSE,FALSE,TRUE,FALSE
az52zCoXWdkRywFbh,FALSE,FALSE,TRUE,FALSE
PviqhEbsZxbvL43yz,FALSE,FALSE,TRUE,FALSE
PpryFs7RTYyZFYZoF,FALSE,FALSE,TRUE,FALSE
YxpAFpwKxq2DcdoMh,FALSE,FALSE,TRUE,FALSE
d8khrskmKp65JFHNd,FALSE,FALSE,TRUE,FALSE
mGicBAvZMQ4x4aeyh,FALSE,FALSE,TRUE,FALSE
g5hNFSx3pdwwMxgdn,FALSE,FALSE,TRUE,FALSE
acQiRvjyCJeAqejaC,FALSE,FALSE,TRUE,FALSE
E8M77hnDALBGiGJHr,FALSE,FALSE,TRUE,FALSE
xGiYJCdMQEENXfuQa,FALSE,FALSE,TRUE,FALSE
mA7wPnFtCZbWiykEf,FALSE,FALSE,TRUE,FALSE
RhhPcF6AQJdY43Hge,TRUE,FALSE,FALSE,FALSE
Z6jMmv4a4STw3byZA,TRUE,FALSE,FALSE,FALSE
L37r5nZM9HMtypigw,TRUE,FALSE,FALSE,FALSE
HjCQpZsTJSY9ByJ7b,TRUE,FALSE,FALSE,FALSE
bHB2KCXPYnnmJPDsZ,TRUE,FALSE,FALSE,FALSE
BhsdRCGaYyWh5kPzA,TRUE,FALSE,FALSE,FALSE
msQh5KBspLz7bsxih,TRUE,FALSE,FALSE,FALSE
eYkd9TWLuZ2WCTjES,TRUE,FALSE,FALSE,FALSE
MAp95imwPmSqwnFe9,TRUE,FALSE,FALSE,FALSE
Yws5HcDogdg7ieZT8,TRUE,FALSE,FALSE,FALSE
xiwgvKyYbZCPJFYe4,TRUE,FALSE,FALSE,FALSE
8Fr2EqPwEm9vN6PrK,TRUE,FALSE,FALSE,FALSE
JdhjW3iq3t4P54BFe,TRUE,FALSE,TRUE,FALSE
SwREFsfJhFy9SyeBo,TRUE,FALSE,TRUE,FALSE
LAwYSrH2Wf2a27boC,FALSE,TRUE,FALSE,TRUE
YJDH6BhWRKZRcT7Rp,FALSE,TRUE,FALSE,TRUE
XYEQ3TERfDnkS5DTM,FALSE,TRUE,FALSE,TRUE
pRX2nxe7v6NRxKJ8E,FALSE,TRUE,FALSE,TRUE
FvHNG2dqq7Nh4ZRMr,FALSE,TRUE,FALSE,TRUE
C9qQp8mwHeFPLe4r8,FALSE,FALSE,TRUE,FALSE
LxJLFw3BMEnPL6h66,FALSE,FALSE,TRUE,FALSE
ZBfcDozHPuHDg8hua,FALSE,TRUE,FALSE,TRUE
XDTS9AhCbPBaCwsob,FALSE,TRUE,FALSE,TRUE
NEk6hi7ov7NHErPo5,FALSE,TRUE,FALSE,TRUE
Dm6yT3emYdLoYinbS,FALSE,TRUE,FALSE,TRUE
LotMmnhHt8mbf9LpL,FALSE,TRUE,FALSE,TRUE
siJ82w3yih5Y5snpM,FALSE,TRUE,FALSE,TRUE
8GxSkYqhR85qxnYy8,FALSE,TRUE,FALSE,TRUE
Rn53w4jusaQtT5rhv,FALSE,TRUE,FALSE,TRUE
pu6EP3DibieFgjoik,FALSE,TRUE,FALSE,TRUE
aHgmWBhMnmGxJN6j6,FALSE,TRUE,FALSE,TRUE
qp2WpHqjfmfx5mE8x,FALSE,TRUE,FALSE,TRUE
dEkGXBgskwMNCDGek,FALSE,TRUE,FALSE,TRUE
xSotk3RMPHoiLajGu,FALSE,TRUE,FALSE,TRUE
Tngorv6MyxAe9Pirh,FALSE,TRUE,FALSE,TRUE
BnR8Cd4BpYDrsc29f,FALSE,TRUE,FALSE,TRUE
TenC8nDwwDGte4D87,FALSE,TRUE,FALSE,TRUE
uCDKo2D5M7BFw5Jzd,TRUE,FALSE,FALSE,TRUE
usdo8zqCsd72rv2oM,FALSE,FALSE,TRUE,FALSE
rMN6Xfpw5TPpmFgM6,FALSE,FALSE,TRUE,FALSE
xo2RaXeTJQngSoeG8,FALSE,FALSE,TRUE,FALSE
CQiD3jT6CdYfi3z7N,FALSE,FALSE,TRUE,FALSE
29CQnQgWark2KEXPn,FALSE,FALSE,TRUE,FALSE
cw9Pm2gWnRCH3KANg,FALSE,FALSE,TRUE,FALSE
Jenczas9W7k5MDB4B,FALSE,FALSE,TRUE,FALSE
aGSdu9MMv3jta2orD,FALSE,TRUE,FALSE,TRUE
JtnDEL4pcF9bsNQfJ,FALSE,TRUE,FALSE,TRUE
F4vXx9urpLBobFpxq,FALSE,TRUE,FALSE,TRUE
toQbxDGzJnLYdxgdc,FALSE,TRUE,FALSE,TRUE
x4rNR2XC2rRQg25SG,FALSE,TRUE,FALSE,TRUE
zLxYovJyP2TuyTcSv,FALSE,TRUE,FALSE,TRUE
BXY3LX8CD8NcKeqd7,FALSE,TRUE,FALSE,TRUE
kTEk6jrezRNyNFBDf,FALSE,TRUE,FALSE,TRUE
bhtn73rcxo7Rgb3yy,FALSE,TRUE,FALSE,TRUE
iraTbcbpwtnDnd5tG,FALSE,TRUE,FALSE,TRUE
xqijQEGjpDpuZqGo8,FALSE,TRUE,FALSE,TRUE
bPLpKjhyKkgJQSBnZ,FALSE,TRUE,FALSE,TRUE
yyT3WFXwaPnCx4xN8,FALSE,TRUE,FALSE,TRUE
LzDEr5vdeBiNE6LmF,FALSE,TRUE,FALSE,TRUE
TQJkX5mGpRX8zjFCA,FALSE,TRUE,FALSE,TRUE
Hz2XkoCbzaTekDy8Z,FALSE,TRUE,FALSE,TRUE
Y3GL8derY7nsxtnvM,FALSE,TRUE,FALSE,TRUE
NrSxh7Ns87NCxsjfX,FALSE,TRUE,FALSE,TRUE
TCF6omxoonKMbCvKR,FALSE,TRUE,FALSE,TRUE
XsHrxdCG8sg5KByEC,FALSE,TRUE,FALSE,TRUE
JfiS5rtrL7LBDyuqg,FALSE,TRUE,FALSE,TRUE
w3umEo6vpdHfvFaC4,FALSE,TRUE,FALSE,TRUE
v283X5CXTe4bZEpnc,FALSE,TRUE,FALSE,TRUE
xCrLHXMj7hNA2HiAH,FALSE,TRUE,FALSE,TRUE
PFRCA4APjsnehfMak,FALSE,TRUE,FALSE,TRUE
LMFEo5rrBfYGcKrr5,FALSE,TRUE,FALSE,TRUE
Kt5gTWRvNfsY4ZbN3,FALSE,TRUE,FALSE,TRUE
kHFSZCts3uja7tbZC,FALSE,TRUE,FALSE,TRUE
aqWS4NuGQrJyPsrok,FALSE,TRUE,FALSE,TRUE
r9Hqv7LXowejWfqQs,FALSE,TRUE,FALSE,TRUE
2ydLKLZrqAkruHeaj,FALSE,TRUE,FALSE,TRUE
LhF9LuiXrLa375CWc,FALSE,TRUE,FALSE,TRUE
oaDYkwxMGfrD6Y5Fu,FALSE,TRUE,FALSE,TRUE
LsgS3hRmP7Zs25cqq,FALSE,TRUE,FALSE,TRUE
aPtXoArnCiHQ2LbYy,FALSE,TRUE,FALSE,TRUE
akQ7LJZftZ5ogRJqe,TRUE,FALSE,TRUE,FALSE
yKd72kazk4refkgpd,TRUE,FALSE,TRUE,FALSE
TbTDbrEQnKT96JAHi,TRUE,FALSE,TRUE,FALSE
w7BD2gryyFNgJDJsx,TRUE,FALSE,TRUE,FALSE
rXjtgzQMjqeucPQc3,TRUE,FALSE,TRUE,FALSE
QKMYK4KTjkZWeaduf,TRUE,FALSE,TRUE,FALSE
RLey65t95i2RLdHn9,TRUE,FALSE,TRUE,FALSE
Ap95BqoJ6nY5yqqhQ,TRUE,FALSE,TRUE,FALSE
eeeDgigcfM8s4Bm2F,FALSE,TRUE,FALSE,TRUE
oyTG42KGJhge3Toc4,FALSE,TRUE,FALSE,TRUE
ZSqvuvwvkno5cSRbj,FALSE,TRUE,FALSE,TRUE
9CianvzagBoXJohyr,FALSE,FALSE,TRUE,FALSE
hk3E2ppSro5Y8hWXy,FALSE,TRUE,FALSE,TRUE
sfsBgF9jsrzPj8hg4,TRUE,TRUE,FALSE,TRUE
EfgFd67XeHoa6Z6JZ,TRUE,TRUE,FALSE,TRUE
2gThSCsx2x2wpHhu5,TRUE,TRUE,FALSE,TRUE
GCwByrDvsBhiSPMNQ,TRUE,TRUE,FALSE,TRUE
2eHwvk2KGEn5yiwbK,TRUE,TRUE,FALSE,TRUE
L4q77XTgsDtuSpvpW,TRUE,TRUE,FALSE,TRUE
qnt5pxqwcM6xciH5k,TRUE,TRUE,FALSE,TRUE
narbLwb9zabr92qD3,TRUE,TRUE,FALSE,TRUE
PxHDjz2Sd3xSQgK3x,TRUE,TRUE,FALSE,FALSE
EzTZ4XnhhHSi4sNW6,FALSE,FALSE,TRUE,FALSE
osj9ufcCHK5KMtiHM,FALSE,TRUE,FALSE,TRUE
RXTvtW3rGMPTDQocL,FALSE,TRUE,FALSE,TRUE
23iT82PeQcyotkG65,FALSE,TRUE,FALSE,TRUE
MqMKRFefjKay7ggQt,FALSE,TRUE,FALSE,TRUE
FGgfk92foabkrsPhm,FALSE,FALSE,TRUE,FALSE
kmCyzX6mPQaGfXMtN,FALSE,FALSE,TRUE,FALSE
aBGNMfGmbvq5XLarF,FALSE,FALSE,TRUE,FALSE
mqca3DbkPwWjjamD3,FALSE,FALSE,TRUE,FALSE
ByPDFJS9MpsPS2zfu,FALSE,FALSE,TRUE,FALSE
gC3KJKpMt87pMCcgD,FALSE,FALSE,TRUE,FALSE
3mRAPxkYPuFFet5Jc,FALSE,FALSE,TRUE,FALSE
oWfyQn9HBFh79uJpZ,FALSE,FALSE,TRUE,FALSE
5jGB3ZbuTjWHkRKfE,FALSE,FALSE,TRUE,FALSE
dESzzmpnPWP47WMBA,FALSE,TRUE,FALSE,TRUE
yZD44wEXn4quwQ3aP,FALSE,TRUE,FALSE,TRUE
JKFcLxQLx7tsBgrMN,FALSE,TRUE,FALSE,TRUE
Y953xJRFab2fkLDLt,FALSE,TRUE,FALSE,TRUE
rqfHFJBqY3x6XmvLB,FALSE,TRUE,FALSE,TRUE
CFXFDntJPQSSipxWk,FALSE,TRUE,FALSE,TRUE
hYWHpBsCyNLgwFBw4,FALSE,TRUE,FALSE,TRUE
4jemqLGjvD9T5mwuK,FALSE,TRUE,FALSE,TRUE
uAEgymFL94tnJvjeo,FALSE,TRUE,FALSE,TRUE
yjnGeCu5A8D3BYPNy,FALSE,TRUE,FALSE,TRUE
Gd8RWYX24zAm3w6pR,FALSE,TRUE,FALSE,TRUE
DAxx3aBrTRzKjNioy,FALSE,TRUE,FALSE,TRUE
atRnsthywz6gyJmHc,FALSE,TRUE,FALSE,TRUE
6on4fD474xYQ6wi4a,FALSE,TRUE,FALSE,TRUE
YgLwnzTH6oyNgzB7K,FALSE,TRUE,FALSE,TRUE
rArZv7hcaCo4hC9hz,FALSE,TRUE,FALSE,TRUE
FFZJ8xch4FzgnPgLY,FALSE,TRUE,FALSE,TRUE
nKaysnNNRnEdgmxMp,FALSE,TRUE,FALSE,TRUE
yczJPkDz2CLwurp8j,FALSE,TRUE,FALSE,TRUE
uyYD3bFGgfvdmtfqQ,FALSE,TRUE,FALSE,TRUE
7AgotMN5NwbjAmjNQ,FALSE,TRUE,FALSE,TRUE
ix23xBZAgkNvgMz37,FALSE,TRUE,FALSE,TRUE
SRCSi2JJhquLSCZ8e,FALSE,TRUE,FALSE,TRUE
5LF7kvq2vx6t9WNvz,FALSE,TRUE,FALSE,TRUE
GkLpRsYjKtNT6rMKW,FALSE,TRUE,FALSE,TRUE
4aRrQYq57rDxJkesF,FALSE,TRUE,FALSE,TRUE
YMxucW7KzNz6NqmWp,FALSE,TRUE,FALSE,TRUE
x37RGuHrDjMtvGnj5,FALSE,TRUE,FALSE,TRUE
HC78zjnDvoFo8gaNK,FALSE,TRUE,FALSE,TRUE
9TyMiWTo8XgkRbipQ,FALSE,TRUE,FALSE,TRUE
qHL9ohFPfgs4HZdrb,FALSE,TRUE,FALSE,TRUE
HHFZSHj9TKwgbyxSZ,FALSE,TRUE,FALSE,TRUE
NPSJ8SLN6pEWWjLs2,FALSE,TRUE,FALSE,TRUE
KcXaGW49HwocRBvzj,FALSE,TRUE,FALSE,TRUE
5sR6zTAe9PsMcZkpn,FALSE,TRUE,FALSE,TRUE
8oWjcCYKdLuAmDkNX,FALSE,TRUE,FALSE,TRUE
s3rtd7w4a4ky6JkAe,FALSE,TRUE,FALSE,TRUE
BmTLWo9YRFvGmQFdK,FALSE,TRUE,FALSE,TRUE
k3t55AoYzTC95inHh,FALSE,TRUE,FALSE,TRUE
jtW7atCYG4MFzjjoH,FALSE,TRUE,FALSE,TRUE
t3PqQ3hcZ7kLXFMt2,FALSE,TRUE,FALSE,TRUE
dbFPyRHSv7PSBbxYm,FALSE,TRUE,FALSE,TRUE
akZy4YmBLk8ETzBZR,FALSE,TRUE,FALSE,TRUE
rPWmGac8peyAiXo9n,FALSE,TRUE,FALSE,TRUE
T3Sq38zLfr5LxhkQL,FALSE,TRUE,FALSE,TRUE
aPu342SNxYFn8CfuJ,FALSE,TRUE,FALSE,TRUE
3dFxBfCwKfc6Qf4sk,FALSE,TRUE,FALSE,TRUE
JPviijww3dMcTiSqv,FALSE,TRUE,FALSE,TRUE
cQ2G6AawfmoCrZhGW,FALSE,TRUE,FALSE,TRUE
okuEz5tc6JoST7KyC,FALSE,TRUE,FALSE,TRUE
TuEo85hZGTKmhF8Ti,FALSE,TRUE,FALSE,TRUE
4EtKRhoEjoPyxpMsB,FALSE,TRUE,FALSE,TRUE
SRDQjDatcaYRfDfm6,FALSE,TRUE,FALSE,TRUE
FrfbchYxYejDNhdfs,FALSE,TRUE,FALSE,TRUE
WxywpCh64irnyem5c,FALSE,TRUE,FALSE,TRUE
7ZFbpAqaYgdww3JWc,FALSE,TRUE,FALSE,TRUE
ED9RaoFGMEr6trrtW,FALSE,TRUE,FALSE,TRUE
ojMJyxybGMKHfT3NL,FALSE,TRUE,FALSE,TRUE
tbo33Z2LABD7wBoLi,FALSE,TRUE,FALSE,TRUE
LPLixYMcZctmRHZo6,FALSE,TRUE,FALSE,TRUE
