Furn_Id,Name,Furn_type,Interactive,Image
gzBvzGmkCqvaa4dfg,antique chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChairS_Remake_0_0.png
d4oC34hgWHdZAv8dT,antique chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChairS_Remake_1_0.png
eCZttstT4S3Tr4ZSj,antique chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChairS_Remake_2_0.png
54WzSWz3bv4j4279w,antique clock,Clock,Play,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueClock_Remake_0_0.png
aPDaateHnZ2K7rnCX,antique clock,Clock,Play,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueClock_Remake_1_0.png
prDor5kTcy7ahzz5c,antique clock,Clock,Play,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueClock_Remake_2_0.png
kKSfnnXLBk2BMbWEo,antique console table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_0_0.png
SBphLepffHinkmtPf,antique console table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_1_0.png
7i4eJMFhi2gzqMEZ8,antique console table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_2_0.png
WZyBrwSZD4wZtqcBJ,antique mini table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_0_0.png
epWuBMh226r3nu7xh,antique mini table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_1_0.png
2n955ZXXD3RXt9gjE,antique mini table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_2_0.png
F4jrEYe9x7W4E2wYE,antique table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableL_Remake_0_0.png
ptPHtvKpF2JCkS9Zw,antique table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableL_Remake_1_0.png
x2K5wv9K8qGXcmukB,antique table,Table,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableL_Remake_2_0.png
qLtWDehmX53gwgha7,antique vanity,Dresser,Change cosmetic,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueDresser_Remake_0_0.png
2bRbENZWkM9BeuiwZ,antique vanity,Dresser,Change cosmetic,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueDresser_Remake_1_0.png
b5MR8PraRhrJzsqYi,antique vanity,Dresser,Change cosmetic,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueDresser_Remake_2_0.png
XAnaYsJ8wouWyBBsu,antique wardrobe,Chest,Wardrobe,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChest_Remake_0_0.png
yBtLh6CtFrGD4qTTF,antique wardrobe,Chest,Wardrobe,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChest_Remake_1_0.png
Tjvexu4etCrRoAAw4,antique wardrobe,Chest,Wardrobe,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChest_Remake_2_0.png
qonCdPiLCmFNtYMsG,apple chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrFruitsChairApple_Remake_0_0.png
rjPaqoEyZ2FHDjbkn,apple chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrFruitsChairApple_Remake_1_0.png
dYz86HHwPAWYn5c3Z,Aquarius urn,Bathroom Things,None,https://acnhcdn.com/latest/FtrIcon/FtrZodiacAquarius.png
f7tatK2cmYwskb5LS,arcade combat game,Toy,Play,https://acnhcdn.com/latest/FtrIcon/FtrArcadegameShooting.png
3CKqHScHJuqbW7e4u,arcade fighting game,Toy,Play,https://acnhcdn.com/latest/FtrIcon/FtrArcadegameFight.png
vNB5LbWmPm2uQhdjo,arcade mahjong game,Toy,Play,https://acnhcdn.com/latest/FtrIcon/FtrArcadegameMahjong.png
BHxt8Xrz3RxHAq45c,arcade seat,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrGameChair_Remake_0_0.png
qvAcGrMSRKdMPWZAF,arcade seat,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrGameChair_Remake_1_0.png
DZ3hFRhqZ5W62XQ4C,arcade seat,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrGameChair_Remake_2_0.png
MLxrGfmKBYNQoqYYu,Aries rocking chair,Toy,Play,https://acnhcdn.com/latest/FtrIcon/FtrZodiacAries.png
GsEBBC4JpEgwjgv6e,artisanal bug cage,Ranch,Wardrobe,https://acnhcdn.com/latest/FtrIcon/FtrEventobjInsectBox.png
oAQNzhuKcCvh4E9a4,asteroid,Space,Play,https://acnhcdn.com/latest/FtrIcon/FtrMeteo.png
mBhzWedMXNB5HSrKa,astronaut suit,Space,None,https://acnhcdn.com/latest/FtrIcon/FtrSpacesuit.png
4YqpCyGk4ndhAWjS8,automatic washer,Home Appliances,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_0_0.png
wdpzZgQz8aJvnkY33,automatic washer,Home Appliances,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_1_0.png
vCcK4sAa2HDC2cLQG,automatic washer,Home Appliances,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_2_0.png
xwWJ4q9SvKAkwKAf9,automatic washer,Home Appliances,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_3_0.png
uKASWdnn2i8tv3W9G,automatic washer,Home Appliances,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_4_0.png
z8zJrXKQxbrLnXXLv,automatic washer,Home Appliances,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_5_0.png
uzH4uc5wXZiAeRrDx,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_0.png
Mzjo4jFrqZdhCPTR3,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_1.png
SNPkuumtp6rc7Df7k,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_2.png
9g8Jq3bPaDbew3GZg,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_3.png
imMXebxofRWTiDB2y,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_4.png
QRHpTEn6WNZZxv8bd,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_0.png
kiYP9J9thzGkP2ZXQ,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_1.png
5x8pLSL8XjbZnCBQQ,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_2.png
6tfwMtaYLE5KtAQKS,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_3.png
ihucEvtrsesPCYZB2,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_4.png
SrYrGG6KFSsL2t44t,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_0.png
BpCJtM8aCQG4npCgi,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_1.png
2viSrxqmyLaJvzTCN,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_2.png
TaiysCHzEZcmoaWxh,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_3.png
kfty2gGw5RRZSn83e,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_4.png
GbFytCa455MMYZwsP,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_0.png
5uhAs2KBzMWDjBhhN,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_1.png
AAvLv8NDKAbmDAn5n,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_2.png
5HzSmLCFfoAfQ4ukQ,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_3.png
3e9b2NF4sqpynsAx2,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_4.png
RMwmh5fZqQdxortFr,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_4_0.png
qirfQTS5gihdZrjo7,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_4_1.png
2w7g3DewPNN9w47Yu,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_4_2.png
kdizs26rBhoFN96R8,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_4_3.png
bm6bYatvhGTNsmo36,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_4_4.png
LyPzknPf7igr4LEEk,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_0.png
MExvKfHcM8ieNnr6p,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_1.png
bxcu2gBDFQhKEpiHz,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_2.png
zKcKRjhc7Wb7KNnyd,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_3.png
6KtfAG6q5J5v4ihKh,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_4.png
hu24KrPHNS3tA8ufv,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_0.png
n37p2mDFJtcuqd3rs,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_1.png
wnBYp2TgHjyzR5gRu,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_2.png
s2QnWwt8XqMkDaBow,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_3.png
wfyDHz4qnjgSATJ6A,baby chair,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_4.png
EhqChmN8mmQb5Xbrs,bamboo basket,Japanese Style,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooBasket_Remake_0_0.png
dAKRbYy67TArprnWc,bamboo basket,Japanese Style,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooBasket_Remake_1_0.png
TEGzshjkjEi8xNENg,bamboo basket,Japanese Style,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooBasket_Remake_2_0.png
2tCFN227dJ3Hg3WMj,bamboo bench,Sofa,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_0_0.png
zZwxBNb8kENP7Bbun,bamboo bench,Sofa,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_1_0.png
HrbrLwoxhytQxAtgy,bamboo bench,Sofa,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_2_0.png
bGoF3W3Hv9bpFCb3N,bamboo doll,Toy,Play,https://acnhcdn.com/latest/FtrIcon/FtrBambooSurprisedbox.png
oKBfrdHdJHZohuzKS,bamboo floor lamp,Lamp,Lighting,https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_0_0.png
SfkBnfaHi6NWkaAW5,bamboo floor lamp,Lamp,Lighting,https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_1_0.png
ydijPPy8uTsqMp5Xr,bamboo floor lamp,Lamp,Lighting,https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_2_0.png
LBgZgjLgTm4RJGGdp,bamboo grass,Japanese Style,None,https://acnhcdn.com/latest/FtrIcon/FtrTanabata.png
NG3b8xMm5pXGMmHMq,bamboo noodle slide,Japanese Style,Play,https://acnhcdn.com/latest/FtrIcon/FtrBambooSomen.png
y8EchKnaboQBTeo3f,bamboo partition,Screen,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_0_0.png
o455mYY5evSrec8gu,bamboo partition,Screen,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_1_0.png
tML8Tmvmyh7Y2d3vK,bamboo partition,Screen,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_2_0.png
uucJrLxCbCQgn76vt,bamboo shelf,Shelf,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooShelf_Remake_0_0.png
6k44YK9g9LPcD6eNy,bamboo shelf,Shelf,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooShelf_Remake_1_0.png
k2NAwacr6p5HwRfYP,bamboo shelf,Shelf,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooShelf_Remake_2_0.png
WJ7AWij94wCSryAjs,bamboo speaker,Audio,Audio,https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png
TbCtKQ3pESjZA2fdi,bamboo speaker,Audio,Audio,https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_1_0.png
94FEDXAad9ELWiCTL,bamboo speaker,Audio,Audio,https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_2_0.png
Sum7NqgKH9mzAx9W2,bamboo stool,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBambooStool_Remake_0_0.png
NSwAuK4PkDRcyE59N,bamboo stool,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBambooStool_Remake_1_0.png
x2amvL7SFyHW664my,bamboo stool,Chair,Sit,https://acnhcdn.com/latest/FtrIcon/FtrBambooStool_Remake_2_0.png
evenswKam93cbDeao,bamboo stopblock,Vehicle,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooCarstop_Remake_0_0.png
Nx7t9hM7jhfCu5pKW,bamboo stopblock,Vehicle,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooCarstop_Remake_1_0.png
rcGeNM8ZcnF3y3FHX,bamboo stopblock,Vehicle,None,https://acnhcdn.com/latest/FtrIcon/FtrBambooCarstop_Remake_2_0.png
4iaPhJhwanmxMDFs5,barbecue,Outdoors Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_0_0.png
XvEi9AfrWodjqcnnt,barbecue,Outdoors Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_1_0.png
WGgHy5RPhRkTdktww,barbecue,Outdoors Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_2_0.png
g9DxWX8qcrFpPjj2s,barbecue,Outdoors Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_3_0.png
ArGHiDEjLyA7p8f66,barbecue,Outdoors Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_4_0.png
LWrHznT5ZyCtF2vjQ,barbell,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_0_0.png
huZozQf8hjT2ADKjS,barbell,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_1_0.png
x6rceFML9W22FHmbE,barbell,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_2_0.png
dtmmNs3ZGLAjSK7zJ,barbell,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_3_0.png
5BwwE5cFSHegMB6iK,barrel,Ranch,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrPirateBarrel.png
9N5CyjzJXCRqMBuS3,basic teacher's desk,Desk,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrSchoolTeachertable_Remake_0_0.png
6Y6uYyKczyFayoPgQ,basic teacher's desk,Desk,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrSchoolTeachertable_Remake_1_0.png
FqtaHr9oGCmoNR7eX,basic teacher's desk,Desk,Place things on top,https://acnhcdn.com/latest/FtrIcon/FtrSchoolTeachertable_Remake_2_0.png
Q3nShvpjMeN4k9x3E,basketball hoop,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBasketgoal_Remake_0_0.png
2s5mgpJK6H9B4Jc9v,basketball hoop,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBasketgoal_Remake_1_0.png
9KMogwX2SoozrdjAk,basketball hoop,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBasketgoal_Remake_2_0.png
XsomNbeiyXXsDYs9m,bathroom sink,Bathroom Things,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashstand_Remake_0_0.png
ZfsXzfqM9aL7ekSkq,bathroom sink,Bathroom Things,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashstand_Remake_1_0.png
LhXarn989bqYjBHmi,bathroom sink,Bathroom Things,Play,https://acnhcdn.com/latest/FtrIcon/FtrWashstand_Remake_2_0.png
qSh6YjFqutJvzYsKi,beach chair,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_0_0.png
8RBCg487RN7ZshRww,beach chair,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_1_0.png
FPtBiEinuz7h58TDJ,beach chair,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_2_0.png
HaJrTWRsfd9QYTA4K,beach chair,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_3_0.png
54w6Zog7Jq2mBydMr,beach chair,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_4_0.png
u3JFdCmcCrMxKqGDx,beach chair,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_5_0.png
yHq5dgY54rweXvC5d,beach towel,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_0.png
rQ9hWyQYQry3Lw4cT,beach towel,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_1.png
8F7bAmSWJYxnTrDvv,beach towel,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_2.png
ADaMwCytMMFHcyyuv,beach towel,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_3.png
ngHcmoWhmnu5KYr9o,beach towel,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_4.png
Wpu4ZevwHsFv6aiL4,beach towel,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_5.png
YqiWaHbEj5T3an3c3,beach towel,Bed,Lie Down,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_6.png
N73MBNL2auJpmv4qd,beekeeper's hive,Ranch,None,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_0_0.png
WdhfmHNG3KCDQdrS4,beekeeper's hive,Ranch,None,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_1_0.png
4zSjZY5RQo9GZpvyB,beekeeper's hive,Ranch,None,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_2_0.png
wyk7uKBtF3k4WAf9Y,beekeeper's hive,Ranch,None,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_3_0.png
sy4T7wEaqeZH3i7WC,beekeeper's hive,Ranch,None,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_4_0.png
284sKtiCqZbdDSs7G,bidet,Bathroom Things,Play,https://acnhcdn.com/latest/FtrIcon/FtrWCBidet.png
Map2ykX5ezxwnyEDr,big festive tree,Seasonal Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_0_0.png
qW7mpc3PZ8K6NYyuJ,big festive tree,Seasonal Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_1_0.png
rNhWyEbaBdWbhMdsF,big festive tree,Seasonal Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_2_0.png
kpjG8RDrzbxzRYzNH,big festive tree,Seasonal Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_3_0.png
JhmgHWyoc78bjoLZ4,big festive tree,Seasonal Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_4_0.png
KCXEibR7BQ2KCvKH9,big festive tree,Seasonal Decor,Play,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_5_0.png
RkPFuXP68xp7rKQE2,billiard table,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBilliard_Remake_0_0.png
Zj2KBoNju4pkeg4Eh,billiard table,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBilliard_Remake_1_0.png
uqyZ3Fi9cceZc6B3M,billiard table,Sports,None,https://acnhcdn.com/latest/FtrIcon/FtrBilliard_Remake_2_0.png
wyL9kF8kd7kXHMNE7,birdbath,Garden,None,https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_0_0.png
5swLkbk4TnQD6u4YT,birdbath,Garden,None,https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_1_0.png
RKaeAsixwsfMuZpTM,birdbath,Garden,None,https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_2_0.png
4XJn7d83suudw2HGX,birdbath,Garden,None,https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_3_0.png
az52zCoXWdkRywFbh,birdcage,Animal,Play,https://acnhcdn.com/latest/FtrIcon/FtrBirdcage_Remake_0_0.png
PviqhEbsZxbvL43yz,birdcage,Animal,Play,https://acnhcdn.com/latest/FtrIcon/FtrBirdcage_Remake_1_0.png
PpryFs7RTYyZFYZoF,birdcage,Animal,Play,https://acnhcdn.com/latest/FtrIcon/FtrBirdcage_Remake_2_0.png
YxpAFpwKxq2DcdoMh,birdcage,Animal,Play,https://acnhcdn.com/latest/FtrIcon/FtrBirdcage_Remake_3_0.png
d8khrskmKp65JFHNd,birdcage,Animal,Play,https://acnhcdn.com/latest/FtrIcon/FtrBirdcage_Remake_4_0.png
